"Description","added_date","agency_logo","agency_name","amenities","area","area_unit","bathrooms","bedrooms","city","contact_name","currency","external_id","latitude","location","longitude","phone_number","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","price","property_type","purpose","source","title","url"
"DHA 5 Islamabad 1 kanal Plot For Sale Sector A Street 26 Plot 45 Demand 320 Lac Visit With Awais Malik","2026-03-10T05:37:28.000Z","https://media.zameen.com/thumbnails/223791195-120x90.webp","HMN Estate","Possesion: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Nearby Schools: Future World | Nearby Hospitals: Ripha  | Nearby Shopping Malls: Giga Mall | Nearby Restaurants: Macdonald | Distance From Airport (kms): 40km | Nearby Public Transport Service: Shutter SVC | Security Staff: Yes","1","kanal","0","0","Islamabad","Syed Ahsan Ali Raza","PKR","53919001","33.53585","DHA Defence, DHA Defence Phase 5, DHA Phase 5 - Sector A","73.190825","+923038001411","https://media.zameen.com/thumbnails/295172284-800x600.webp","https://media.zameen.com/thumbnails/295172285-800x600.webp","https://media.zameen.com/thumbnails/295172286-800x600.webp","https://media.zameen.com/thumbnails/295172288-800x600.webp","https://media.zameen.com/thumbnails/295172289-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32000000","residential plot","sale","zameen.com","1 Kanal Solid Level Plot For Sale In DHA 5 Sector A Islamabad","https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_1_kanal_solid_level_plot_for_sale_in_dha_5_sector_a_islamabad-53919001-8400-2.html"
"8 Marla Level Corner Plot In I-14/3 Islamabad 1640 Series","2026-03-10T05:29:22.000Z",,"Usman Estate","Nearby Schools: LGS School  | Nearby Hospitals: Central Park Hospital  | Nearby Shopping Malls: New Jersey  | Nearby Restaurants: Spice Areena | Distance From Airport (kms): 18 km | Nearby Public Transport Service: 1 km | Other Nearby Places: Bahria Nasheman Lahore  | Security Staff: Yes","8","marla","0","0","Islamabad","M. Usman Safdar","PKR","53743982","33.617443","I-14, I-14/3","72.969296","+923135187147","https://media.zameen.com/thumbnails/294019777-800x600.webp","https://media.zameen.com/thumbnails/294019778-800x600.webp","https://media.zameen.com/thumbnails/294019779-800x600.webp","https://media.zameen.com/thumbnails/294019780-800x600.webp","https://media.zameen.com/thumbnails/294019781-800x600.webp","https://media.zameen.com/thumbnails/294019782-800x600.webp","https://media.zameen.com/thumbnails/294019783-800x600.webp","https://media.zameen.com/thumbnails/294019784-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22000000","residential plot","sale","zameen.com","8 Marla Level Corner Plot in I-14/3 Islamabad","https://www.zameen.com/Property/i_14_i-14_3_8_marla_level_corner_plot_in_i-14_3_islamabad-53743982-8342-2.html"
"9 Marla Level Plot Second to Corner Plot in I-14/1 1-Back Side of Double Road & Level 50 Feet Wide & Heighted Street 2- Second to Corner 3- Plot is 100% Level and Heighted Location 4- Plot Size: 35x60 4- House is Constrcuted Next to it","2026-03-10T05:27:45.000Z",,"Usman Estate","Possesion: Yes | Corner: Yes | Park Facing: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Other Plot Features: Yes | Nearby Schools: ok | Nearby Hospitals: ok | Nearby Shopping Malls: ok | Nearby Restaurants: ok | Distance From Airport (kms): ok | Nearby Public Transport Service: ok | Other Nearby Places: ok | Security Staff: Yes | Other Facilities: Yes","2100","sqft","0","0","Islamabad","M. Usman Safdar","PKR","50455175","33.605863","I-14, I-14/1","72.96582","+92512623855","https://media.zameen.com/thumbnails/259552052-800x600.webp","https://media.zameen.com/thumbnails/265538140-800x600.webp","https://media.zameen.com/thumbnails/265538141-800x600.webp","https://media.zameen.com/thumbnails/265538142-800x600.webp","https://media.zameen.com/thumbnails/265538143-800x600.webp","https://media.zameen.com/thumbnails/265538144-800x600.webp","https://media.zameen.com/thumbnails/265538145-800x600.webp","https://media.zameen.com/thumbnails/265538146-800x600.webp","https://media.zameen.com/thumbnails/265538147-800x600.webp","https://media.zameen.com/thumbnails/265538148-800x600.webp","https://media.zameen.com/thumbnails/265538149-800x600.webp","https://media.zameen.com/thumbnails/265538150-800x600.webp","https://media.zameen.com/thumbnails/265538151-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19000000","residential plot","sale","zameen.com","9 Marla Level Plot Second To Corner Plot In I-14/1","https://www.zameen.com/Property/i_14_i-14_1_9_marla_level_plot_second_to_corner_plot_in_i-14_1-50455175-8340-2.html"
"1 Kanal Level Corner Plot in Enclave Phase-1 May it be residential or commercial, property in Islamabad will prove to be profitable. The perfect 1 Kanal Residential Plot is available for sale now. Park Enclave 1 is well-regarded for its stable property value as new developments take place. Your family will later thank you for investing in the Residential Plot. Property is a life-long invest, so make the right decision and buy this unit in Rs. 45000000. Buy the perfect property for you and your family! You can find out more about the property below. The security staff will be available round the clock to ensure that residents can lead a peaceful life. For more information, call us on the given numbers.","2026-03-10T05:23:21.000Z",,"Usman Estate","Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): Yes | Nearby Public Transport Service: Yes | Other Nearby Places: Yes | Security Staff: Yes | Other Facilities: Yes","1","kanal","0","0","Islamabad","M. Usman Safdar","PKR","53494083","33.672545","Park Enclave, Park Enclave 1","73.165545","+923135187147","https://media.zameen.com/thumbnails/293455292-800x600.webp","https://media.zameen.com/thumbnails/293455293-800x600.webp","https://media.zameen.com/thumbnails/293455294-800x600.webp","https://media.zameen.com/thumbnails/293455295-800x600.webp","https://media.zameen.com/thumbnails/293455296-800x600.webp","https://media.zameen.com/thumbnails/293455297-800x600.webp","https://media.zameen.com/thumbnails/293455298-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45000000","residential plot","sale","zameen.com","1 Kanal Level Corner Plot in Enclave Phase-1","https://www.zameen.com/Property/park_enclave_park_enclave_1_1_kanal_level_corner_plot_in_enclave_phase-1-53494083-17148-2.html"
"10 Marla Top Heighted Location Plot Solid Land Ready For Construction Near To Main Double Road. By choosing this Residential Plot, know that you're making a wise choice - one that you will later be proud of. Faisal Hills - Block B is most sought-after for properties due to access to access to all kinds of facilities, so hurry up! It is now time to book your Residential Plot in Faisal Hills - Block B, Islamabad. This could be your chance to buy such a precious real estate asset. The Residential Plot is valued at a price of PKR Rs. 9000000 and it's the best opportunity for investment. Don't miss the chance of having your own 10 Marla property. Want to know more? Contact us.","2026-03-10T04:20:00.000Z","https://media.zameen.com/thumbnails/284747570-120x90.webp","Home Smart Properties","Nearby Schools: yes  | Nearby Hospitals: yes  | Nearby Shopping Malls: yes  | Nearby Restaurants: yes  | Distance From Airport (kms): yes  | Nearby Public Transport Service: yes  | Other Nearby Places: yes  | Security Staff: Yes | Other Facilities: yes","10","marla","0","0","Islamabad","Muhammad Saqlain Sajid","PKR","53853349","33.710104","Faisal Hills, Faisal Hills - Block B","72.775886","+923300070000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9000000","residential plot","sale","zameen.com","Title 10 Marla Best Top Heighted Location Plot For Sale","https://www.zameen.com/Property/faisal_hills_faisal_hills_-_block_b_title_10_marla_best_top_heighted_location_plot_for_sale-53853349-12656-2.html"
"20 Marla Plot For Sale In Block A B-17 For Sale: Premium Plot In B-17 Multi Gardens, Block A B-17 Multi Gardens, Block A Plot No : 600 Size : 20 Marla Prime Location Key Features: Easy Access To Main Roads And Community Amenities Located In A Fully Developed, Highly Sought-After Sector Ideal For Both Residential Construction And Investment Reasonable Price A Perfect Opportunity To Invest In A Prime Location With High Appreciation Potential. If Anyone Has A Plot In This Sector, Feel Free To Contact Me At Any Time For The Best Cash Offer","2026-03-10T02:41:00.000Z","https://media.zameen.com/thumbnails/20471429-120x90.webp","Al Sadiq Real Estate","Possesion: Yes | Corner: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Sui Gas: Yes | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): Yes | Nearby Public Transport Service: Yes | Other Nearby Places: Yes | Security Staff: Yes | Other Facilities: Yes","1","kanal","0","0","Islamabad","Syed Asghar Kazmi","PKR","53686457","33.694495","B-17, MPCHS - Multi Gardens, MPCHS - Block A","72.826653","+923315194152","https://media.zameen.com/thumbnails/293081162-800x600.webp","https://media.zameen.com/thumbnails/293081163-800x600.webp","https://media.zameen.com/thumbnails/293081164-800x600.webp","https://media.zameen.com/thumbnails/293081165-800x600.webp","https://media.zameen.com/thumbnails/293081166-800x600.webp","https://media.zameen.com/thumbnails/293081167-800x600.webp","https://media.zameen.com/thumbnails/293081168-800x600.webp","https://media.zameen.com/thumbnails/293081169-800x600.webp","https://media.zameen.com/thumbnails/293081170-800x600.webp","https://media.zameen.com/thumbnails/293081171-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30500000","residential plot","sale","zameen.com","50 _90 = 20 Marla Plot For Sale In Block A B-17","https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_a_50_90_20_marla_plot_for_sale_in_block_a_b-17-53686457-3116-2.html"
"Faisal Town Phase 2 Modern Living and Secure Investment Faisal Town Phase 2is one of the most attractive and fast-developing housing societies located nearRawalpindi Ring Roadand just a few minutes away from theNew Islamabad International Airport. With direct access fromThalian Interchange,Chakri Interchange, and theM-2 Motorway, it offers easy connectivity to Islamabad, Rawalpindi, and all major cities of Pakistan. Currently, the society offersresidential and commercial plotsinOverseas Enclave,Sector O (Model Block),Sector N, and theCentral Business District (CBD). Each block is carefully designed for modern living, long-term value, and profitable investment opportunities. Developed byZedem International, the company behind successful projects likeB-17 Islamabad (Multi Gardens),E-11/1,E-11/3,F-17 Islamabad,Faisal Town Phase 1,Faisal Hills, andFaisal Margalla City, Faisal Town Phase 2 continues their legacy ofquality, trust, and timely delivery. Withflexible 4.5-year installment plans,rapid on-ground development, andpremium facilities, Faisal Town Phase 2 stands out as one of the best housing societies in Islamabad for both investors and families.","2026-03-10T00:19:47.000Z","https://media.zameen.com/thumbnails/20474838-120x90.webp","Jeddah Property","Possesion: Yes | Corner: Yes | Park Facing: Yes | Disputed: Yes | File: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Security Staff: Yes","5","marla","0","0","Islamabad","M. Zubair H. Mughal","PKR","53919858","33.525586","Faisal Town - F-18, Faisal Town Phase 2","72.902356","+923335109349",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2500000","residential plot","sale","zameen.com","Faisal Town Phase 2 Residential Plots Available On Easy Instalments","https://www.zameen.com/Property/faisal_town_f_18_faisal_town_phase_2_faisal_town_phase_2_residential_plots_available_on_easy_instalments-53919858-20466-2.html"
"Read To Position Plot Ready To Construction All Dueas Clear Plot Corner Plot","2026-03-10T00:04:50.000Z","https://media.zameen.com/thumbnails/285816411-120x90.webp","Revolution Property & Business Solution","Possesion: Yes | Corner: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): 5 km | Nearby Public Transport Service: Yes | Security Staff: Yes","2","kanal","0","0","Islamabad","Ahsan Hanif","PKR","53892128","33.576424","PECHS, PECHS - Block M","72.837209","+923331166211","https://media.zameen.com/thumbnails/294920354-800x600.webp","https://media.zameen.com/thumbnails/294920355-800x600.webp","https://media.zameen.com/thumbnails/294920356-800x600.webp","https://media.zameen.com/thumbnails/294920357-800x600.webp","https://media.zameen.com/thumbnails/294920358-800x600.webp","https://media.zameen.com/thumbnails/294920359-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12500000","residential plot","sale","zameen.com","2 Kanal Corner Plot For Sale PECHS Society","https://www.zameen.com/Property/pechs_pechs_-_block_m_2_kanal_corner_plot_for_sale_pechs_society-53892128-9108-2.html"
"ready to construction ready to move good location all facilities available","2026-03-10T00:04:36.000Z","https://media.zameen.com/thumbnails/285816411-120x90.webp","Revolution Property & Business Solution","Possesion: Yes | Corner: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Nearby Schools: yrs | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): 5 km | Nearby Public Transport Service: yrs | Security Staff: Yes","2","kanal","0","0","Islamabad","Ahsan Hanif","PKR","53892158","33.588758","PECHS, PECHS - Block D","72.835954","+923331166211","https://media.zameen.com/thumbnails/294920771-800x600.webp","https://media.zameen.com/thumbnails/294920772-800x600.webp","https://media.zameen.com/thumbnails/294920773-800x600.webp","https://media.zameen.com/thumbnails/294920774-800x600.webp","https://media.zameen.com/thumbnails/294920775-800x600.webp","https://media.zameen.com/thumbnails/294920776-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13500000","residential plot","sale","zameen.com","2 Kanal Plot For Sale PECHS Society","https://www.zameen.com/Property/pechs_pechs_-_block_d_2_kanal_plot_for_sale_pechs_society-53892158-9101-2.html"
"street bg 4a plot 35 near to bognvilla gate solid land near to park all dues clear carpet street ready to construction","2026-03-09T23:49:39.000Z",,"Al Sadiq Real Estate","Possesion: Yes | Park Facing: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): Yes | Nearby Public Transport Service: Yes | Other Nearby Places: Yes | Security Staff: Yes | Other Facilities: d","8","marla","0","0","Islamabad","Sardar AQIB","PKR","53864654","33.5039","DHA Defence, DHA Valley, DHA Valley - Bogenvelia Sector","73.257008","+923350012573","https://media.zameen.com/thumbnails/294686843-800x600.webp","https://media.zameen.com/thumbnails/294686844-800x600.webp","https://media.zameen.com/thumbnails/294686845-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6300000","residential plot","sale","zameen.com","Street Bg4a Plot 35 All Dues Clear Ready To Construction Near To Bogenvelia Gate Carpet Street","https://www.zameen.com/Property/dha_valley_dha_valley_-_bogenvelia_sector_street_bg4a_plot_35_all_dues_clear_ready_to_construction_near_to_bogenvelia_gate_carpet_street-53864654-3209-2.html"
"10 Marla residential plot available for sale in DHA Orchard, Sector E. Plot Size: 10 Marla Location: Sector E Road: 3 Plot No: 456 Ideal for Living & Investment Peaceful Environment & Well Planned Sector Near Parks & Main Roads Demand: 150 (Negotiable) Serious buyers only. For more details or visit, feel free to contact. CEO Roshan Real Estate & Builders","2026-03-09T19:48:44.000Z","https://media.zameen.com/thumbnails/284622811-120x90.webp","Roshan Real Estate and Builders","Possesion: Yes | File: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): Yes | Nearby Public Transport Service: Yes | Other Nearby Places: Yes | Security Staff: Yes","10","marla","0","0","Islamabad","Kamran Ali","PKR","53711758","33.657204","Margalla Orchard","73.164386","+923339554152","https://media.zameen.com/thumbnails/293297379-800x600.webp","https://media.zameen.com/thumbnails/293297380-800x600.webp","https://media.zameen.com/thumbnails/293297381-800x600.webp","https://media.zameen.com/thumbnails/293297382-800x600.webp","https://media.zameen.com/thumbnails/293297383-800x600.webp","https://media.zameen.com/thumbnails/293297384-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20000000","residential plot","sale","zameen.com","10 Marla Plot For Sale In DHA Orchard Sector E Road 3 Prime Location","https://www.zameen.com/Property/islamabad_margalla_orchard_10_marla_plot_for_sale_in_dha_orchard_sector_e_road_3_prime_location-53711758-21948-2.html"
"Prime 5 marla Residential Plot for Sale DHA Phase 5, Sector F A5 marla residential plot is available for sale in DHA Phase 5, Sector F, Street No. 73, located in one of the most desirable and well-developed areas of DHA. This plot enjoys an excellent and highly sought-after location, with mosque, commercial area, and park all within walking distance. DHA Head Office is approximately 500 meters away, adding exceptional value and convenience. The plot offers direct access from both DHA Expressway and Islamabad Expressway, ensuring smooth connectivity to all major areas of the city. The surrounding area is fully developed and inhabited by families, making it ideal for both investment and residential purposes. Situated between well-constructed houses, this plot is perfect for building your dream home or for securing a high-return investment. Offered at a very reasonable price, this is a rare opportunity in a prime DHA location.","2026-03-09T18:31:23.000Z","https://media.zameen.com/thumbnails/20471770-120x90.webp","Fazale Rabbi Real Estate",,"5","marla","0","0","Islamabad","Sheraz Saleem","PKR","53711405","33.522987","DHA Defence, DHA Defence Phase 5, DHA Phase 5 - Sector F","73.221013","+92514720472","https://media.zameen.com/thumbnails/293293485-800x600.webp","https://media.zameen.com/thumbnails/293293486-800x600.webp","https://media.zameen.com/thumbnails/293293487-800x600.webp","https://media.zameen.com/thumbnails/293293488-800x600.webp","https://media.zameen.com/thumbnails/293293489-800x600.webp","https://media.zameen.com/thumbnails/293293490-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16500000","residential plot","sale","zameen.com","Prime Location 5 Marla Plot Is Available For Sale","https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_prime_location_5_marla_plot_is_available_for_sale-53711405-8836-2.html"
"An excellent opportunity to own a prime 1 Kanal residential plot located in DHA Phase 5, Sector C, Street 4. The plot is completely level and solid land, with no basement issues, making it ideal for immediate construction. This plot is situated very close to Gate No. 1 and Islamabad Expressway, ensuring easy access and a highly convenient location. Commercial area, park, mosque, and school are all within walking distance, adding great value for families and investors alike. The price is very reasonable compared to the location and surroundings. It is a perfect choice for building your dream home in a secure and well-planned DHA community. From an investment perspective, this plot offers 100% strong potential for quick and excellent returns. Invest here to secure your future and become part of the prestigious DHA lifestyle and community. Ideal for Living & Investment Prime Location Solid Land No Basement High Return Potential Serious buyers are welcome to contact for more details.","2026-03-09T18:29:04.000Z","https://media.zameen.com/thumbnails/20471770-120x90.webp","Fazale Rabbi Real Estate","Possesion: Yes | File: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Other Plot Features: solid land | Nearby Schools: Army Public School | Nearby Hospitals: Nova Hospital | Nearby Shopping Malls: Giga Mall | Nearby Restaurants: Jacaranda Family Club | Distance From Airport (kms): 50 km | Nearby Public Transport Service: 1km | Other Nearby Places: Sector A | Security Staff: Yes | Other Facilities: solid & level plot","1","kanal","0","0","Islamabad","Sheraz Saleem","PKR","53777686","33.536065","DHA Defence, DHA Defence Phase 5, DHA Phase 5 - Sector C","73.209708","+92514720472","https://media.zameen.com/thumbnails/293885480-800x600.webp","https://media.zameen.com/thumbnails/293885481-800x600.webp","https://media.zameen.com/thumbnails/293885482-800x600.webp","https://media.zameen.com/thumbnails/293885483-800x600.webp","https://media.zameen.com/thumbnails/293885484-800x600.webp","https://media.zameen.com/thumbnails/293885485-800x600.webp","https://media.zameen.com/thumbnails/293885486-800x600.webp","https://media.zameen.com/thumbnails/293885487-800x600.webp","https://media.zameen.com/thumbnails/293885488-800x600.webp","https://media.zameen.com/thumbnails/293885489-800x600.webp","https://media.zameen.com/thumbnails/293885490-800x600.webp","https://media.zameen.com/thumbnails/293885491-800x600.webp","https://media.zameen.com/thumbnails/293885492-800x600.webp","https://media.zameen.com/thumbnails/293885493-800x600.webp","https://media.zameen.com/thumbnails/293885494-800x600.webp","https://media.zameen.com/thumbnails/293885495-800x600.webp","https://media.zameen.com/thumbnails/293885496-800x600.webp","https://media.zameen.com/thumbnails/293885497-800x600.webp","https://media.zameen.com/thumbnails/293885498-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36500000","residential plot","sale","zameen.com","Beautiful 1 Kanal Plot for Sale DHA Phase 5, Sector C, Street 4","https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_c_beautiful_1_kanal_plot_for_sale_dha_phase_5_sector_c_street_4-53777686-8402-2.html"
"35*70 (10 Marla) 03 Side Proper Corner With Extra land. Sun Facing, 50 Feet Wide Street. Direct Access From West Service Double Road. Street End with Green Area. Level Location and Cutting Area Plot. Deal Direct with Allottee.","2026-03-09T18:18:40.000Z",,,"Nearby Schools: dha | Nearby Hospitals: dha | Nearby Shopping Malls: dha | Nearby Restaurants: dha | Distance From Airport (kms): 16 | Nearby Public Transport Service: khayaban mujaid | Other Nearby Places: badban  | Security Staff: Yes | Other Facilities: chance deal","10","marla","0","0","Islamabad","Mohsin kazmi","PKR","53910468","33.691138","E-12, E-12/2","72.953153","+923359408024","https://media.zameen.com/thumbnails/295089459-800x600.webp","https://media.zameen.com/thumbnails/295089460-800x600.webp","https://media.zameen.com/thumbnails/295089461-800x600.webp","https://media.zameen.com/thumbnails/295089462-800x600.webp","https://media.zameen.com/thumbnails/295089463-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36000000","residential plot","sale","zameen.com","03 Side Corner With Extra Land 10 Marla Plot For Sale","https://www.zameen.com/Property/e_12_e-12_2_03_side_corner_with_extra_land_10_marla_plot_for_sale-53910468-8178-2.html"
"Plot Available For Sale In Shalimar Town Islamabad PRIME LOCATION NEAR TO MAIN ROAD SUPPERMARKET M1 MOTORWAY","2026-03-09T17:13:50.000Z",,"Reality 110 Real Estate and Marketing","Possesion: Yes | Corner: Yes | Park Facing: Yes | Disputed: Yes | File: Yes | Balloted: Yes | Sewerage: Yes | Electricity: Yes | Water Supply: Yes | Sui Gas: Yes | Boundary Wall: Yes | Other Plot Features: Yes | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): Yes | Nearby Public Transport Service: Yes | Other Nearby Places: Yes | Security Staff: Yes | Other Facilities: Yes","5","marla","0","0","Islamabad","Haji Malik Ahmad Ali","PKR","53921576","33.62509","Shalimar Town","72.865319","+923325040687","https://media.zameen.com/thumbnails/295196110-800x600.webp","https://media.zameen.com/thumbnails/295196111-800x600.webp","https://media.zameen.com/thumbnails/295196112-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4800000","residential plot","sale","zameen.com","Plot Available For Sale In Shalimar Town Islamabad","https://www.zameen.com/Property/islamabad_shalimar_town_plot_available_for_sale_in_shalimar_town_islamabad-53921576-3490-2.html"
"E-12/4 | Signature Premium Plot for Sale (Double Road CDA Sector) Introducing a highly exclusive 2550 residential plot ideally positioned on a Double Road in Sector E-12/4, Islamabad a location that defines visibility, accessibility, and future prestige. This plot enjoys the rare advantage of a double-road frontage, offering enhanced value, superior approach, and exceptional potential for a statement luxury residence or a high-yield investment. Situated within a rapidly evolving CDA-approved sector, the property promises strong capital appreciation, refined surroundings, and long-term security. Designed for those who invest with foresight, this offering is perfectly suited for elite end-users and discerning investors seeking a premium address in Islamabads next luxury corridor near the Margalla zone. Double Road Advantage Prime E-12/4 Location CDA Approved Sector Ideal Dimensions for Luxury Living Limited & High-Value Inventory A signature address where prominence meets performance.","2026-03-09T16:44:47.000Z","https://media.zameen.com/thumbnails/4534-120x90.webp","Zarrar Business Hub","Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): 25 | Nearby Public Transport Service: Yes | Security Staff: Yes","5","marla","0","0","Islamabad","Abdul Wahab Yousafzai","PKR","53717466","33.690281","E-12","72.957802","+923318585853","https://media.zameen.com/thumbnails/293350947-800x600.webp","https://media.zameen.com/thumbnails/293350943-800x600.webp","https://media.zameen.com/thumbnails/293350944-800x600.webp","https://media.zameen.com/thumbnails/293350948-800x600.webp","https://media.zameen.com/thumbnails/294984803-800x600.webp","https://media.zameen.com/thumbnails/294984804-800x600.webp","https://media.zameen.com/thumbnails/294984805-800x600.webp","https://media.zameen.com/thumbnails/294984806-800x600.webp","https://media.zameen.com/thumbnails/294984807-800x600.webp","https://media.zameen.com/thumbnails/294984808-800x600.webp","https://media.zameen.com/thumbnails/294984809-800x600.webp","https://media.zameen.com/thumbnails/294984810-800x600.webp","https://media.zameen.com/thumbnails/294984811-800x600.webp","https://media.zameen.com/thumbnails/294984812-800x600.webp","https://media.zameen.com/thumbnails/294984813-800x600.webp","https://media.zameen.com/thumbnails/294984814-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20000000","residential plot","sale","zameen.com","E-12/4 | Signature Premium Plot For Sale (Double Road CDA Sector)","https://www.zameen.com/Property/islamabad_e-12_e-12_4_signature_premium_plot_for_sale_double_road_cda_sector-53717466-161-2.html"
